Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
2396,"McFarland, USA",45710059,44482410,1227649,2015.csv,2015,0.9731426949153577,0.026857305084642312
2397,Judy,45701880,24313888,21387992,2019.csv,2019,0.5320106743967644,0.4679893256032356
2398,Guilty of Mind,45698503,0,45698503,2017.csv,2017,0.0,1.0
2399,Earth to Echo,45681062,38934842,6746220,2014.csv,2014,0.8523191076424624,0.14768089235753756
2400,That Awkward Moment,45640143,26068955,19571188,2014.csv,2014,0.5711847791537376,0.42881522084626245
2401,The Debt,45636368,31177548,14458820,2011.csv,2011,0.6831732972264576,0.31682670277354236
2402,Bajrangi Bhaijaan 2018 Re-release,45579004,0,45579004,2018.csv,2018,0.0,1.0
2403,Hero,45565534,88675,45476859,2015.csv,2015,0.0019460981188105905,0.9980539018811894
2404,If You Are the One,45521453,0,45521453,2008.csv,2008,0.0,1.0
2405,Machete,45491656,26593646,18898010,2010.csv,2010,0.5845829397813085,0.4154170602186915
2406,Queen of the Damned,45479110,30336800,15142310,2002.csv,2002,0.6670491133181806,0.33295088668181944
2407,Love on the Cloud,45386560,271734,45114826,2014.csv,2014,0.005987102789900799,0.9940128972100992
2408,Good Boy,45312217,37667746,7644471,2003.csv,2003,0.8312933794433408,0.16870662055665914
2409,The Last House on the Left,45289053,32752215,12536838,2009.csv,2009,0.7231817145746015,0.2768182854253985
2410,The Spy Next Door,45236543,24307086,20929457,2009.csv,2009,0.5373329699398117,0.4626670300601883
2411,Tanhaji: The Unsung Warrior,45221814,0,45221814,2020.csv,2020,0.0,1.0
2412,Confessions,45203103,0,45203103,2010.csv,2010,0.0,1.0
2413,Blair Witch,45173154,20777061,24396093,2016.csv,2016,0.4599426686035693,0.5400573313964308
2414,Flatliners,45158254,16883115,28275139,2017.csv,2017,0.3738655396198445,0.6261344603801555
2415,Boonie Bears: The Big Top Secret,45150390,0,45150390,2016.csv,2016,0.0,1.0
2416,Deuce Bigalow: European Gigolo,45109561,22400154,22709407,2005.csv,2005,0.49657220117925777,0.5034277988207423
2417,Love Will Tear Us Apart,45060290,0,45060290,2021.csv,2021,0.0,1.0
2418,Monster's Ball,44909486,31273922,13635564,2001.csv,2001,0.6963767521186949,0.30362324788130507
2419,Grudge Match,44907260,29807260,15100000,2013.csv,2013,0.6637514735924659,0.3362485264075341
2420,Child's Play,44907074,29208403,15698671,2019.csv,2019,0.6504187513976083,0.3495812486023917
2421,Nodame Cantabile: The Movie II,44879450,0,44879450,2009.csv,2009,0.0,1.0
2422,Avatar 2010 Special Edition,44838548,10741486,34097062,2010.csv,2010,0.239559184655132,0.760440815344868
2423,Still Alice,44779195,18754371,26024824,2015.csv,2015,0.41881885103115407,0.5811811489688459
2424,The Wrestler,44734660,26238243,18496417,2008.csv,2008,0.5865305112411718,0.41346948875882816
2425,The Man from Nowhere,44723232,528175,44195057,2010.csv,2010,0.011809857570222116,0.9881901424297779
2426,The White Storm,44670277,0,44670277,2013.csv,2013,0.0,1.0
2427,Lakeview Terrace,44655002,39263506,5391496,2008.csv,2008,0.8792633353817787,0.12073666461822127
2428,Uptown Girls,44617342,37182494,7434848,2003.csv,2003,0.8333641658886807,0.16663583411131933
2429,The Gift,44567606,12008642,32558964,2000.csv,2000,0.2694477688570483,0.7305522311429516
2430,Bad Genius,44560421,0,44560421,2017.csv,2017,0.0,1.0
2431,Mother!,44516999,17800004,26716995,2017.csv,2017,0.3998473482006278,0.6001526517993722
2432,Recess: School's Out,44460850,36706141,7754709,2001.csv,2001,0.8255834290167642,0.17441657098323582
2433,Oculus,44446287,27695246,16751041,2014.csv,2014,0.6231172021185931,0.37688279788140683
2434,Notorious,44420167,36843682,7576485,2009.csv,2009,0.8294359181495198,0.17056408185048022
2435,Detective Conan: The Eleventh Striker,44369456,0,44369456,2012.csv,2012,0.0,1.0
2436,The Sisterhood of the Traveling Pants 2,44352417,44089964,262453,2008.csv,2008,0.9940825547342775,0.005917445265722497
2437,A Man Apart,44350926,26736098,17614828,2003.csv,2003,0.6028306601760693,0.3971693398239306
2438,Dark Water 2005 Re-release,44347079,25473352,18873727,2005.csv,2005,0.5744087902610227,0.4255912097389774
2439,Unhinged,44331465,20831465,23500000,2020.csv,2020,0.4699024722056896,0.5300975277943104
2440,House at the End of the Street,44287131,31611916,12675215,2012.csv,2012,0.7137946235442526,0.2862053764557474
2441,The Girl Who Kicked the Hornet's Nest,44276335,5190196,39086139,2009.csv,2009,0.11722280084835386,0.8827771991516461
2442,The Good the Bad the Weird,44261209,128486,44132723,2008.csv,2008,0.0029029030815674287,0.9970970969184326
2443,Hardball,44102389,40222729,3879660,2001.csv,2001,0.912030615847137,0.08796938415286301
2444,Tarzan,44095996,0,44095996,2013.csv,2013,0.0,1.0
2445,The Great Hypnotist,44077818,0,44077818,2014.csv,2014,0.0,1.0
2446,Winchester,44019588,25091816,18927772,2018.csv,2018,0.5700147852360635,0.4299852147639365
2447,Semi-Pro,44004502,33479698,10524804,2008.csv,2008,0.7608243811053697,0.23917561889463038
2448,Kick,43996483,2472695,41523788,2014.csv,2014,0.056202105972879696,0.9437978940271203
2449,Wind River,43980821,33800859,10179962,2017.csv,2017,0.7685363354176585,0.23146366458234147
2450,In the Heights,43975167,29975167,14000000,2021.csv,2021,0.681638502930529,0.31836149706947103
2451,Max,43967255,42656255,1311000,2015.csv,2015,0.9701823550276223,0.029817644972377738
2452,The End of Endless Love,43950000,0,43950000,2020.csv,2020,0.0,1.0
2453,Timeline,43935763,19481943,24453820,2003.csv,2003,0.4434187930228957,0.5565812069771042
2454,The Transporter,43928932,25296447,18632485,2002.csv,2002,0.5758493514023969,0.42415064859760304
2455,Battle of Memories,43892362,594552,43297810,2017.csv,2017,0.01354568250393998,0.98645431749606
2456,Son of a Rich,43833888,0,43833888,2019.csv,2019,0.0,1.0
2457,Of Gods and Men,43803417,3951596,39851821,2010.csv,2010,0.09021204898238874,0.9097879510176112
2458,Café Society,43763247,11103205,32660042,2016.csv,2016,0.25371072215002693,0.746289277849973
2459,Richard Jewell,43745542,22345542,21400000,2019.csv,2019,0.5108072955182497,0.4891927044817504
2460,The DUFF,43709744,34030343,9679401,2015.csv,2015,0.7785527867653491,0.22144721323465083
2461,The Sea Inside,43685449,2104923,41580526,2004.csv,2004,0.04818361830274424,0.9518163816972558
2462,"Welcome Home, Roscoe Jenkins",43655418,42436517,1218901,2008.csv,2008,0.9720790441177313,0.027920955882268724
2463,Boy,43551154,256211,43294943,2010.csv,2010,0.005882989920313018,0.994117010079687
2464,We Are Marshall,43545364,43545364,0,2006.csv,2006,1.0,0.0
2465,League of Gods,43498766,181633,43317133,2016.csv,2016,0.004175589716728976,0.9958244102832711
2466,Harold & Kumar Escape from Guantanamo Bay,43495888,38108728,5387160,2008.csv,2008,0.8761455335731966,0.12385446642680338
2467,Brothers,43474578,28544157,14930421,2009.csv,2009,0.6565712265223138,0.3434287734776862
2468,Last Holiday,43451846,38399961,5051885,2006.csv,2006,0.8837360097428312,0.11626399025716883
2469,Secretly Greatly,43447199,0,43447199,2013.csv,2013,0.0,1.0
2470,The Master of Disguise,43411001,40388794,3022207,2002.csv,2002,0.9303815408449116,0.06961845915508837
2471,In the Bedroom,43368779,35930604,7438175,2001.csv,2001,0.8284900988335411,0.17150990116645895
2472,Harriet,43347017,43082155,264862,2019.csv,2019,0.9938897294824232,0.006110270517576792
2473,The Duchess,43343384,13848978,29494406,2008.csv,2008,0.31951769155818566,0.6804823084418143
2474,Pokémon: Giratina and the Sky Warrior,43338599,0,43338599,2008.csv,2008,0.0,1.0
2475,Orange County,43325009,41076018,2248991,2002.csv,2002,0.94809023582661,0.051909764173390015
2476,Beastly,43202283,27865571,15336712,2011.csv,2011,0.6450022791619601,0.35499772083804
2477,The Snowman,43155261,6700035,36455226,2017.csv,2017,0.1552541878961177,0.8447458121038823
2478,A Shaun the Sheep Movie: Farmageddon,43100248,0,43100248,2019.csv,2019,0.0,1.0
2479,Freedom Writers,43095175,36605602,6489573,2007.csv,2007,0.8494130027317444,0.15058699726825567
2480,Annihilation,43070915,32732301,10338614,2018.csv,2018,0.7599629819798349,0.2400370180201651
2481,See Spot Run,43057552,33357476,9700076,2001.csv,2001,0.7747183583497733,0.22528164165022665
2482,When in Rome,43053376,32680633,10372743,2010.csv,2010,0.7590724824924299,0.24092751750757013
2483,Gifted,43046590,24801212,18245378,2017.csv,2017,0.5761481223019059,0.42385187769809407
2484,The Possession of Hannah Grace,43016528,14837422,28179106,2018.csv,2018,0.3449237465190124,0.6550762534809876
2485,Legend,42972994,1872994,41100000,2015.csv,2015,0.04358537364187378,0.9564146263581262
2486,"The Chef, The Actor, The Scoundrel",42970000,0,42970000,2013.csv,2013,0.0,1.0
2487,The Gallows,42964410,22764410,20200000,2015.csv,2015,0.5298434215668271,0.47015657843317293
2488,Glory Road,42938449,42647449,291000,2006.csv,2006,0.9932228572112607,0.006777142788739295
2489,Crank,42931041,27838408,15092633,2006.csv,2006,0.6484447465413196,0.3515552534586804
2490,A Lot Like Love,42886719,21845719,21041000,2005.csv,2005,0.5093819137808141,0.49061808621918596
2491,The Warlords,42883181,129078,42754103,2007.csv,2007,0.0030099912597435345,0.9969900087402565
2492,Asterix and Obelix: Mansion of the Gods,42830578,0,42830578,2014.csv,2014,0.0,1.0
2493,Detective Conan: Quarter of Silence,42808575,0,42808575,2011.csv,2011,0.0,1.0
2494,Basic,42792561,26793311,15999250,2003.csv,2003,0.6261207643076094,0.37387923569239057
2495,Zack and Miri Make a Porno,42782463,31457946,11324517,2008.csv,2008,0.735300022347942,0.26469997765205805
2496,Shaolin Soccer,42776760,489600,42287160,2001.csv,2001,0.01144546711812676,0.9885545328818732
2497,Doraemon: Nobita's Secret Gadget Museum,42770271,0,42770271,2013.csv,2013,0.0,1.0
2498,Shaolin,42741494,66099,42675395,2011.csv,2011,0.001546483143523247,0.9984535168564768
2499,Peninsula,42698327,1231407,41466920,2020.csv,2020,0.02883970137752704,0.971160298622473
2500,Spirit Untamed,42636215,17635215,25001000,2021.csv,2021,0.41362055707806145,0.5863794429219386
2501,Almost Christmas,42580920,42158780,422140,2016.csv,2016,0.9900861700498721,0.009913829950127897
2502,Oliver Twist,42580321,2080321,40500000,2005.csv,2005,0.04885639542266485,0.9511436045773352
2503,Pokémon: The Rise of Darkrai,42496749,0,42496749,2007.csv,2007,0.0,1.0
2504,Bangkok Dangerous,42487390,15298133,27189257,2008.csv,2008,0.36006290336968216,0.6399370966303178
2505,Thermae Romae II,42473163,0,42473163,2014.csv,2014,0.0,1.0
2506,Man of the Year,42472472,37327390,5145082,2006.csv,2006,0.8788607830502543,0.1211392169497457
2507,Love the Coopers,42426912,26302731,16124181,2015.csv,2015,0.6199539339558816,0.3800460660441184
2508,8 Women,42426583,3098776,39327807,2002.csv,2002,0.0730385475540182,0.9269614524459818
2509,My Name Is Khan,42345360,4018771,38326589,2010.csv,2010,0.09490463654105195,0.905095363458948
2510,Always: Sunset on Third Street 2,42304705,0,42304705,2007.csv,2007,0.0,1.0
2511,A Good Year,42269923,7459300,34810623,2006.csv,2006,0.17646826562707482,0.8235317343729252
2512,Loving Vincent,42187665,6735118,35452547,2017.csv,2017,0.15964661708582353,0.8403533829141765
2513,The Throne,42165755,0,42165755,2015.csv,2015,0.0,1.0
2514,Monster Hunter,42145959,15162470,26983489,2020.csv,2020,0.3597609441037989,0.6402390558962011
2515,Long Day's Journey Into Night,42140994,521365,41619629,2018.csv,2018,0.01237191984602926,0.9876280801539707
2516,Jobs,42128352,16131410,25996942,2013.csv,2013,0.3829110144161348,0.6170889855838653
2517,Going the Distance,42059111,17804299,24254812,2010.csv,2010,0.4233161038520286,0.5766838961479713
2518,Bang Bang,42045981,2546172,39499809,2014.csv,2014,0.060556846087144456,0.9394431539128556
2519,Detective Conan: The Sniper from Another Dimension,42028116,0,42028116,2014.csv,2014,0.0,1.0
2520,The Sisterhood of the Traveling Pants,42013878,39053061,2960817,2005.csv,2005,0.9295276432230322,0.07047235677696784
2521,200 Pounds Beauty,42013016,0,42013016,2006.csv,2006,0.0,1.0
2522,Mary and the Witch's Flower,41978431,2418404,39560027,2017.csv,2017,0.05761063342267366,0.9423893665773263
2523,Meet the Browns,41975388,41975388,0,2008.csv,2008,1.0,0.0
2524,Rurouni Kenshin: The Legend Ends,41900000,0,41900000,2014.csv,2014,0.0,1.0
2525,"As Above, So Below",41898409,21321100,20577309,2014.csv,2014,0.5088761246280259,0.49112387537197416
2526,Call Me by Your Name,41887595,18095701,23791894,2017.csv,2017,0.4320062061333433,0.5679937938666567
2527,The Guilt Trip,41863726,37134215,4729511,2012.csv,2012,0.8870260377683534,0.11297396223164656
2528,No Man's Land,41807712,0,41807712,2013.csv,2013,0.0,1.0
2529,The Informant!,41771168,33316821,8454347,2009.csv,2009,0.7976032894268122,0.2023967105731877
2530,Scandal Makers,41745790,0,41745790,2008.csv,2008,0.0,1.0
2531,Balls of Fury,41739111,32886940,8852171,2007.csv,2007,0.7879166377070178,0.21208336229298225
2532,Fly Me to the Moon 3D,41721414,13816982,27904432,2008.csv,2008,0.33117242862382373,0.6688275713761763
2533,Wimbledon,41682237,17001133,24681104,2004.csv,2004,0.4078747740914193,0.5921252259085806
2534,T2 Trainspotting,41681746,2402004,39279742,2017.csv,2017,0.05762724047116452,0.9423727595288355
2535,Overlord,41657844,21704844,19953000,2018.csv,2018,0.5210265802522089,0.47897341974779106
2536,Born to Be Wild,41644475,25978556,15665919,2011.csv,2011,0.6238175892480335,0.3761824107519665
2537,The Uninvited,41633384,28596818,13036566,2009.csv,2009,0.6868722945989689,0.3131277054010311
2538,Never Back Down,41627431,24850922,16776509,2008.csv,2008,0.5969842818308918,0.40301571816910825
2539,My Best Friend's Girl,41624687,19219250,22405437,2008.csv,2008,0.4617271956903844,0.5382728043096155
2540,Undercover Brother,41604473,39089928,2514545,2002.csv,2002,0.9395607054078056,0.06043929459219445
2541,Safe,41564670,17142080,24422590,2012.csv,2012,0.4124194899177595,0.5875805100822405
2542,Escape Captivity: The Movie,41550983,0,41550983,2008.csv,2008,0.0,1.0
2543,The Great Battle,41509280,472166,41037114,2018.csv,2018,0.0113749503725432,0.9886250496274568
2544,Gridiron Gang,41480851,38432823,3048028,2006.csv,2006,0.9265196367355144,0.07348036326448558
2545,Lupin III vs. Detective Conan: The Movie,41397727,0,41397727,2013.csv,2013,0.0,1.0
2546,The Lady in the Van,41387687,10021175,31366512,2015.csv,2015,0.24212938017048405,0.757870619829516
2547,Shark Night,41363927,18877153,22486774,2011.csv,2011,0.45636752525938845,0.5436324747406115
2548,Ricki and the Flash,41325328,26822144,14503184,2015.csv,2015,0.6490485447568619,0.35095145524313803
2549,Quarantine,41319906,31691811,9628095,2008.csv,2008,0.7669865221861831,0.2330134778138169
2550,Leatherheads,41319039,31373938,9945101,2008.csv,2008,0.7593094795839758,0.2406905204160242
2551,Pinocchio,41314585,3675719,37638866,2002.csv,2002,0.08896904083630515,0.9110309591636948
2552,This Is Where I Leave You,41296320,34296320,7000000,2014.csv,2014,0.8304933708378858,0.1695066291621142
2553,Toy Story 2009 Re-release,41258298,30702446,10555852,2009.csv,2009,0.744152024884788,0.25584797511521196
2554,Evangelion: 2.0 You Can (Not) Advance,41162041,133640,41028401,2009.csv,2009,0.0032466806007019912,0.996753319399298
2555,The Concert,41146351,657986,40488365,2009.csv,2009,0.01599135728949573,0.9840086427105043
2556,The Darkest Minds,41142379,12695691,28446688,2018.csv,2018,0.30857940908084097,0.6914205909191591
2557,50/50,41097853,35014192,6083661,2011.csv,2011,0.8519713183070659,0.14802868169293418
2558,Fist Fight,41087017,32187017,8900000,2017.csv,2017,0.7833865622320549,0.21661343776794503
2559,Whale Rider,41062976,20779666,20283310,2003.csv,2003,0.5060438386151067,0.4939561613848933
2560,Nodame Cantabile: The Movie II 2010 Re-release,41054604,0,41054604,2010.csv,2010,0.0,1.0
2561,"Lost, Found",41043552,0,41043552,2018.csv,2018,0.0,1.0
2562,Dredd,41037742,13414714,27623028,2012.csv,2012,0.32688723468264896,0.6731127653173511
2563,Fright Night,41002607,18302607,22700000,2011.csv,2011,0.4463766657568871,0.5536233342431128
2564,Twisted,40954603,25198598,15756005,2004.csv,2004,0.6152812175959806,0.3847187824040194
2565,Breach,40953935,33231264,7722671,2007.csv,2007,0.8114303057813614,0.18856969421863856
2566,La vérité si je mens! 3,40928635,0,40928635,2012.csv,2012,0.0,1.0
2567,Always: Sunset on Third Street '64,40923305,0,40923305,2012.csv,2012,0.0,1.0
2568,Drive Angry,40909909,10721033,30188876,2011.csv,2011,0.262064454848824,0.737935545151176
2569,Underwater,40882928,17291078,23591850,2020.csv,2020,0.4229412824834855,0.5770587175165145
2570,The Love Guru,40877556,32235793,8641763,2008.csv,2008,0.7885939413794699,0.21140605862053005
2571,Where the Heart Is,40863718,33772838,7090880,2000.csv,2000,0.8264749184105078,0.17352508158949217
2572,Gamer,40828540,20534907,20293633,2009.csv,2009,0.5029547223584286,0.4970452776415713
2573,Fighting with My Family,40812363,22958886,17853477,2019.csv,2019,0.5625473340026893,0.43745266599731064
2574,The War with Grandpa,40709936,21277892,19432044,2020.csv,2020,0.5226707308014437,0.47732926919855634
2575,30 Minutes or Less,40662632,37053924,3608708,2011.csv,2011,0.9112524737700206,0.0887475262299794
2576,The Circle,40656399,20497844,20158555,2017.csv,2017,0.504172639588666,0.495827360411334
2577,Spiral,40618920,23216862,17402058,2021.csv,2021,0.571577530864927,0.42842246913507304
2578,Spanish Affair 2,40591862,0,40591862,2015.csv,2015,0.0,1.0
2579,Gantz,40568961,0,40568961,2011.csv,2011,0.0,1.0
2580,The Roommate,40492652,37300000,3192652,2011.csv,2011,0.9211547813662587,0.07884521863374125
2581,War,40481352,22486409,17994943,2007.csv,2007,0.5554757410276218,0.4445242589723782
2582,Holmes & Watson,40466970,30573626,9893344,2018.csv,2018,0.7555205146320567,0.24447948536794328
2583,Serenity,40445129,25514517,14930612,2005.csv,2005,0.6308427647739732,0.36915723522602684
2584,Bless the Child,40443010,29381494,11061516,2000.csv,2000,0.7264912774790996,0.2735087225209004
2585,The Ringer,40442443,35428675,5013768,2005.csv,2005,0.8760270738342884,0.12397292616571161
2586,The Witch,40423945,25138705,15285240,2016.csv,2016,0.6218765882449128,0.37812341175508724
2587,The Boy in the Striped Pajamas,40416563,9046156,31370407,2008.csv,2008,0.22382299058927896,0.7761770094107211
2588,The Art of War,40400425,30208599,10191826,2000.csv,2000,0.7477297330411747,0.2522702669588253
2589,Masquerade Hotel,40396244,0,40396244,2019.csv,2019,0.0,1.0
2590,Bad Education,40350837,5211842,35138995,2004.csv,2004,0.12916316952731366,0.8708368304726863
